User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:22Z,monitoring.amazonaws.com,DescribeAnomalyDetectors,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],d2911abf-827c-4ad7-a9d8-f72e347db0fd,b1e54f0d-f5d0-4833-9217-06c68152a924,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:20Z,monitoring.amazonaws.com,DescribeAnomalyDetectors,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],66876f8f-0daa-4747-af74-f92709878655,86bace0d-a6b6-4e07-b9da-acd9b31d8d64,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:16Z,monitoring.amazonaws.com,DescribeAnomalyDetectors,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],8dd9bfe4-3fc0-4098-81ce-1106e8e9c216,120d0648-5f6d-43d0-a37a-1ea33e46c347,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:08Z,autoscaling.amazonaws.com,DescribeScalingPolicies,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],b3862d2a-8d1f-4b83-9230-23ef661020b5,143771b8-88b5-4830-b932-8ffec7147fd5,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:08Z,autoscaling.amazonaws.com,DescribePolicies,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],aadf4c86-f908-426e-9ffe-da311faf391f,571300bc-f14d-4867-ab59-8b667489d818,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:08Z,monitoring.amazonaws.com,DescribeAlarms,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],55250e8a-bd2b-4d77-a5bc-70918c7de5e3,667deff9-59ad-4d88-be4b-8be2ffc88734,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:08Z,sns.amazonaws.com,ListSubscriptions,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],970ad1ce-dbd4-538c-a18e-8635255c2c39,76ace927-dbc0-4e7a-9d7c-8f8d0e7e3f59,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:08Z,sns.amazonaws.com,ListSubscriptions,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],b6cc79c8-fb83-55c6-a1ac-2e33050b3a91,8ae8035a-a9ab-4886-b68a-318897b08009,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:24:08Z,sns.amazonaws.com,ListTopics,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],32d869bf-d830-5aba-a616-3e4426b865ed,e7f7eebc-4e43-4689-b2b2-543ecbfc7cea,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:38Z,monitoring.amazonaws.com,DescribeAnomalyDetectors,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],d12a28d3-0d33-4dda-a494-0e05cdd76d8c,20c90ef6-cdbe-455b-aab8-d96527ac1490,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:31Z,monitoring.amazonaws.com,DescribeAlarms,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],c913e708-82a6-4506-94ff-8f9a91156786,0ca5df1b-a9e4-4d96-adfd-79c11addf2df,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:28Z,autoscaling.amazonaws.com,DescribePolicies,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],71690de0-87c7-4c65-a4e2-2616b86e5d85,8e6f1c47-11e9-4d18-9191-b59ba67fc39e,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:28Z,sns.amazonaws.com,ListSubscriptions,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],c2b3d886-b260-57fa-a41f-8f7d4c005ce3,ba55cd9c-932f-4439-9390-da10a18f9e7f,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:28Z,monitoring.amazonaws.com,DescribeAlarms,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],f52c87f5-262f-4436-86ce-3d0be7843cdd,f366d472-f548-4483-87b0-cacc4fc904f8,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:27Z,sns.amazonaws.com,ListSubscriptions,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],92a76cfa-99af-5898-b04b-3b0167f08381,4dd32bf4-ca9a-471a-90f3-bcbfc5f5d1c1,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:27Z,sns.amazonaws.com,ListTopics,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],874c59e5-55d6-5b28-871e-0e1eab892b74,d13c6415-5096-4f94-80bb-711dff3e4173,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:27Z,autoscaling.amazonaws.com,DescribeScalingPolicies,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],e736713d-3006-4442-8a47-1fb9b747624f,d9a6993b-5b5e-4d95-b752-b4e1bfc517ce,,AwsApiCall,790334640455,
,,2020-10-10T18:23:18Z,s3.amazonaws.com,GetBucketAcl,us-east-2,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],45539983ABB8CAB0,f35c8a7b-d23c-4e83-8ed1-ff544ff1f418,true,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:05Z,monitoring.amazonaws.com,GetDashboard,us-east-2,204.83.217.131,AWS CloudWatch Console,DashboardNotFoundError,[],cad28e57-d149-4eb0-bbbb-73a03ffae9fe,187e8054-4eb9-4fa8-aa3e-5f6b191249d4,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:05Z,application-insights.amazonaws.com,ListApplications,us-east-2,204.83.217.131,Apache-HttpClient/UNAVAILABLE (Java/1.8.0_252),,[],64633101-5941-4df6-b497-d6d21ca6b020,57b3525d-7614-4345-b023-3bd158ac1df0,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:05Z,resource-groups.amazonaws.com,ListGroups,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],cd93539b-e721-4474-8071-01441cb3b860,fa0100f2-96dd-4379-8091-f8c2ee71265a,true,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:05Z,logs.amazonaws.com,DescribeMetricFilters,us-east-2,204.83.217.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",,[],5ddef570-f44e-44e6-8b5b-3148f7350b48,ff9d5029-bf09-45cc-bab3-2ae9d79abd6a,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:04Z,sns.amazonaws.com,ListTopics,us-east-2,204.83.217.131,AWS CloudWatch Console,,[],c14ad4d6-5943-5b9a-a994-832da70b9b0d,111dfe89-94c2-4ab8-952f-ccee8ed732bd,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:04Z,autoscaling.amazonaws.com,DescribePolicies,us-east-2,204.83.217.131,AWS CloudWatch Console,,[],82a41e29-371d-4dd4-b819-aeef4ed1c686,9daaf817-e6a1-4ee6-b9df-baebe0dac333,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:04Z,sns.amazonaws.com,ListSubscriptions,us-east-2,204.83.217.131,AWS CloudWatch Console,,[],5747a9ce-3dba-50aa-abd0-fe35c3f2103d,a2b4c79a-1271-4b06-ac3e-3c028a79a9ae,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:04Z,autoscaling.amazonaws.com,DescribeScalingPolicies,us-east-2,204.83.217.131,AWS CloudWatch Console,,[],41afe4c1-5c1b-49ae-a082-b039cbe53568,a8593ae2-2cd3-493f-825c-76d7bb1e21fc,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:04Z,monitoring.amazonaws.com,DescribeAlarms,us-east-2,204.83.217.131,AWS CloudWatch Console,,[],4b2d2ba3-ad13-40c0-9c78-3cb411784070,b75a6737-37be-4dc0-a62b-b4e178c220a2,,AwsApiCall,790334640455,
root,ASIA3QA45SFD7MTUZ3UB,2020-10-10T18:23:04Z,sns.amazonaws.com,ListSubscriptions,us-east-2,204.83.217.131,AWS CloudWatch Console,,[],2818ce41-8585-55f5-bf07-99ba7bcd9562,cf406172-e6e6-4980-9773-443d1373b025,,AwsApiCall,790334640455,
,,2020-10-10T18:21:36Z,s3.amazonaws.com,GetBucketAcl,us-east-2,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],FB14A6EB6ECBA540,5e4fc833-97e8-477f-a5bd-4145be055049,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:32Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],8160a05e-47c3-459a-aa13-5f8ea44c16b8,71a6b97c-5f81-4909-803c-3ba3230e1e85,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:22Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],7e9e93b4-0c59-4ddf-b27f-4ec1f86dac39,f98c2826-0526-44e2-8bb2-861fba8c95b2,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:21Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],e078dc53-2d94-45c1-b711-e2e9c1724df9,4fb25690-4c30-4d12-a0fb-3ad704e1f805,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:21Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],c098c346-3093-487a-8930-fdbb4350f5e8,8f877893-c2d2-4ded-a4f5-21fa5c535c78,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:20Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],a4484486-1657-49b5-b819-072a698f3961,9054b241-0b64-413f-a51d-b0fd1f6a51a5,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:19Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],fc5b0214-39d1-4eb6-bd9c-20d49eb223f8,494a1016-b46d-469d-ba72-0ed6a921e326,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:18Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],4d2aba04-87a0-479e-b9e9-964338177fa6,c2910d19-40a6-426d-96a6-4f8c51253f42,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:17Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],b0b727a5-7e62-4053-81d6-b1ffa5890313,fb4ae830-5a92-4705-a945-f519c9291bb3,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:13Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],077aaa8e-6291-4963-80e8-11c4f5260cec,2eeb21bb-50a6-4c44-b245-13b3d6c1db9b,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:21:04Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],abd34d3a-3478-482b-aa30-1f08d9acaec3,ef163765-2fd1-4f56-b59c-cf552e7e71c0,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:20:06Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],b171fd6c-1c79-4229-8849-b43df2018b24,078b87b5-f707-4cdb-ab33-06f422002a84,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:50Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],566c862f-bc41-4953-9bc0-130aa0c05a2b,37f26c3d-c835-4368-a3ed-655e275f9e75,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:49Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-2,204.83.217.131,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.864 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation",AccessDenied,[],9639f9b4-cb24-4f71-acf9-f791f30689a8,854d5f91-e795-478b-a695-32bff9c1b95d,,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:39Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],3e17c7ef-6a65-4ec3-8aa3-8ffc595373e8,0029deff-ee26-4267-b91d-9080f8063283,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:39Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,204.83.217.131,console.amazonaws.com,,[],8383d718-e23f-4279-a7bd-2bca74a1cf18,42041d35-affd-4896-bcb1-63286a8f2d54,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:39Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-2,204.83.217.131,console.amazonaws.com,,[],e39687d7-dd70-4ddb-bea2-c0bafda54ce2,72266a70-d1e0-4180-b71b-2b870fd7dec3,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:39Z,cloudtrail.amazonaws.com,LookupEvents,us-east-2,204.83.217.131,console.amazonaws.com,,[],62baf18d-32e6-43e8-ab93-f6d6612b685f,ec91ba01-3595-4d96-895a-377885f64f1a,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:37Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,204.83.217.131,console.amazonaws.com,,[],7c0d8905-4226-4e5c-b48f-690469b2b11b,3b0e9fc0-b027-4bc1-800b-c7b953b9feca,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFD7IYCJHIK,2020-10-10T18:19:37Z,s3.amazonaws.com,ListBuckets,us-east-2,204.83.217.131,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.864 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,[],FX5X7PBV6GESEM1J,c85bb499-764c-4861-94d6-39b9ee52c7c0,true,AwsApiCall,790334640455,
Accountant,ASIA3QA45SFDTDUSTJH2,2020-10-10T18:18:59Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],db75d0a6-35c2-4ae4-810b-a71b6e3a4b98,21821622-e021-4fd3-8815-bfad4175cbd1,false,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:11Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,204.83.217.131,console.amazonaws.com,,[],52763116-688b-4607-bffd-6fa2cf747fa3,20850983-7ea6-4056-bd2b-bf015b336e65,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:11Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-2,204.83.217.131,console.amazonaws.com,,[],ea796c1b-39d3-4c5b-bd9c-c46baa3351b9,b1184bc1-0a4f-4d0c-924f-eb8be2feddbb,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:10Z,cloudtrail.amazonaws.com,StartLogging,us-east-2,204.83.217.131,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",6697162a-ef3c-428b-a2a5-ca536981b507,07f31b98-71a1-4489-bd7c-ae08fb26d51c,false,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:10Z,s3.amazonaws.com,CreateBucket,us-east-2,204.83.217.131,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.864 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""udacity-cloudtrail-logs-790334640455-de7a44e3""}]",36393A49A11BFCEF,2bbdda01-d911-4061-b3a9-1c6d3aa3ea4d,false,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:10Z,cloudtrail.amazonaws.com,CreateTrail,us-east-2,204.83.217.131,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-2:790334640455:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""udacity-cloudtrail-logs-790334640455-de7a44e3""}]",7eab495a-fbbd-4b25-9c58-cdf39c098f58,31711915-71d3-4e1c-a7dd-f7adc30faf70,false,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:10Z,cloudtrail.amazonaws.com,PutInsightSelectors,us-east-2,204.83.217.131,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-2:790334640455:trail/Udacity_Trail""}]",4f74727d-62d7-41c0-85e8-c619c34690a2,4e6a0870-b8a1-47e9-9c96-7336c6809dd1,false,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:10Z,cloudtrail.amazonaws.com,PutEventSelectors,us-east-2,204.83.217.131,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-2:790334640455:trail/Udacity_Trail""}]",cbec3408-fe99-48b9-922f-faaf32476f4f,579e78b1-74aa-4187-92f3-6f9e05f3fa3d,false,AwsApiCall,790334640455,
,,2020-10-10T18:18:10Z,s3.amazonaws.com,GetBucketAcl,us-east-2,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],1304546ABD594478,6a6ebf14-9efd-4c18-b126-a485e6927c07,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:18:10Z,s3.amazonaws.com,PutBucketPolicy,us-east-2,204.83.217.131,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.864 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""udacity-cloudtrail-logs-790334640455-de7a44e3""}]",A45ADF6B382A84B3,e566a61a-d018-421d-a746-d7777f108108,false,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:17:38Z,lambda.amazonaws.com,ListFunctions20150331,us-east-2,204.83.217.131,console.amazonaws.com,,[],b3ee1f50-f94d-48cb-a0cc-83f4e71f55a3,d831c6a6-c9d3-40cd-8df5-457d3bb849f9,,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:16:05Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,204.83.217.131,console.amazonaws.com,,[],97439439-5c3a-4e77-9815-9dd0fe87de32,1488253f-f68e-4d58-b7e6-5b909bd4802e,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:15:51Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-2,204.83.217.131,console.amazonaws.com,,[],fca31830-5e8d-44a7-bbc8-75206e6d957c,77f400aa-5c83-4aea-86cf-1b7186fd7b2f,true,AwsApiCall,790334640455,
CloudTrail,ASIA3QA45SFDRIIZRRW3,2020-10-10T18:15:51Z,s3.amazonaws.com,ListBuckets,us-east-2,204.83.217.131,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.864 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.262-b10 java/1.8.0_262 vendor/Oracle_Corporation]",,[],66A85DC01F3A7712,94b148a5-96bd-4c6a-86a0-e9f9a6116236,true,AwsApiCall,790334640455,
